CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,SupportCalls,Churn,ChurnProbability,PredictedChurn,RiskSegment
CUST-01571,21,77.75,1598.31,Month-to-month,DSL,1,1,0.4029,1,Moderate Risk
CUST-01309,9,45.68,349.36,Month-to-month,DSL,1,0,0.4026,1,Moderate Risk
CUST-03733,14,48.23,683.53,One year,Fiber optic,5,1,0.4022,1,Moderate Risk
CUST-04535,19,68.05,1223.83,One year,Fiber optic,2,0,0.4021,1,Moderate Risk
CUST-04473,5,53.44,240.58,One year,Fiber optic,2,0,0.4018,1,Moderate Risk
CUST-02905,17,66.84,1144.02,Month-to-month,No,0,1,0.4015,1,Moderate Risk
CUST-02529,1,65.75,63.02,Two year,Fiber optic,4,1,0.4009,1,Moderate Risk
CUST-03291,1,69.9,207.67,One year,No,2,0,0.4007,1,Moderate Risk
CUST-02898,7,59.84,405.75,One year,Fiber optic,3,0,0.4002,1,Moderate Risk
CUST-00931,3,40.11,43.15,Month-to-month,DSL,1,1,0.4001,1,Moderate Risk
CUST-00306,72,108.92,7775.07,Month-to-month,Fiber optic,1,0,0.4,1,Moderate Risk
CUST-03783,1,97.74,133.46,Two year,DSL,1,1,0.3999,1,Moderate Risk
CUST-01906,5,45.11,200.47,Month-to-month,DSL,0,0,0.3997,1,Moderate Risk
CUST-03306,10,65.3,642.27,One year,DSL,0,0,0.3991,1,Moderate Risk
CUST-04198,8,71.93,497.52,One year,DSL,2,0,0.399,1,Moderate Risk
CUST-03744,1,83.05,75.7,One year,DSL,2,0,0.3987,1,Moderate Risk
CUST-03148,26,82.31,2122.17,Month-to-month,No,0,1,0.3987,1,Moderate Risk
CUST-01307,30,81.39,2447.65,Month-to-month,Fiber optic,1,1,0.3986,1,Moderate Risk
CUST-00161,11,92.02,971.07,Two year,Fiber optic,1,1,0.3984,1,Moderate Risk
CUST-03072,22,79.64,1710.24,Month-to-month,DSL,1,0,0.3983,1,Moderate Risk
CUST-02099,38,84.08,3157.55,Month-to-month,Fiber optic,2,0,0.3981,1,Moderate Risk
CUST-01471,20,49.72,992.06,Month-to-month,Fiber optic,0,1,0.398,1,Moderate Risk
CUST-00620,33,99.38,3270.72,One year,No,3,1,0.3976,1,Moderate Risk
CUST-01427,1,55.22,44.04,Month-to-month,No,0,0,0.3975,1,Moderate Risk
CUST-02462,50,75.09,3740.27,Month-to-month,Fiber optic,2,1,0.3975,1,Moderate Risk
CUST-02950,64,120.0,7791.29,Month-to-month,No,2,1,0.3974,1,Moderate Risk
CUST-00439,29,68.14,1920.47,Month-to-month,Fiber optic,0,1,0.3974,1,Moderate Risk
CUST-02650,14,41.44,569.81,Month-to-month,DSL,1,0,0.3971,1,Moderate Risk
CUST-02591,41,95.81,3915.79,Month-to-month,Fiber optic,1,0,0.3969,1,Moderate Risk
CUST-00309,38,86.51,3334.02,One year,Fiber optic,2,1,0.3969,1,Moderate Risk
CUST-03182,8,64.11,516.56,One year,DSL,2,1,0.3965,1,Moderate Risk
CUST-04047,9,71.5,603.42,One year,Fiber optic,2,1,0.3964,1,Moderate Risk
CUST-01505,11,38.0,400.87,Month-to-month,DSL,4,1,0.3961,1,Moderate Risk
CUST-01100,10,31.15,287.8,Month-to-month,DSL,4,0,0.3961,1,Moderate Risk
CUST-04662,22,73.38,1622.27,Month-to-month,DSL,1,0,0.396,1,Moderate Risk
CUST-04645,29,102.28,2933.26,One year,Fiber optic,1,0,0.3958,1,Moderate Risk
CUST-04384,20,98.26,1917.54,One year,No,2,1,0.3958,1,Moderate Risk
CUST-01621,15,52.51,742.24,One year,Fiber optic,4,0,0.3957,1,Moderate Risk
CUST-03931,66,120.0,7956.17,Month-to-month,Fiber optic,2,0,0.3954,1,Moderate Risk
CUST-04093,15,58.47,873.43,Month-to-month,DSL,2,1,0.3953,1,Moderate Risk
CUST-03409,6,46.69,316.47,Month-to-month,Fiber optic,0,1,0.3951,1,Moderate Risk
CUST-02680,17,68.85,1143.77,One year,No,4,0,0.3946,1,Moderate Risk
CUST-00714,12,108.1,1292.37,Two year,No,0,0,0.3943,1,Moderate Risk
CUST-02831,15,20.65,330.68,Month-to-month,Fiber optic,2,0,0.3942,1,Moderate Risk
CUST-02198,47,84.12,3914.09,Month-to-month,No,1,0,0.3941,1,Moderate Risk
CUST-04444,12,35.84,405.42,Month-to-month,Fiber optic,2,1,0.394,1,Moderate Risk
CUST-01770,12,44.28,559.92,Month-to-month,DSL,0,0,0.394,1,Moderate Risk
CUST-01810,2,40.34,42.54,Month-to-month,DSL,0,1,0.394,1,Moderate Risk
CUST-02410,14,44.24,634.98,Month-to-month,Fiber optic,1,0,0.394,1,Moderate Risk
CUST-04928,6,37.68,274.71,Month-to-month,Fiber optic,2,0,0.3937,1,Moderate Risk
CUST-02325,41,66.47,2761.44,Month-to-month,Fiber optic,2,0,0.3936,1,Moderate Risk
CUST-00654,32,68.16,2211.71,Month-to-month,No,4,1,0.3932,1,Moderate Risk
CUST-01402,4,53.77,216.25,Month-to-month,DSL,1,1,0.3931,1,Moderate Risk
CUST-00408,1,53.78,22.49,One year,Fiber optic,3,1,0.3931,1,Moderate Risk
CUST-02318,12,58.37,690.96,Month-to-month,DSL,1,0,0.3931,1,Moderate Risk
CUST-03562,41,67.0,2738.28,Month-to-month,No,3,1,0.3929,1,Moderate Risk
CUST-03078,2,66.1,129.64,One year,Fiber optic,0,1,0.3928,1,Moderate Risk
CUST-01314,40,42.32,1663.77,Month-to-month,No,1,0,0.3928,1,Moderate Risk
CUST-01451,16,67.06,1091.03,One year,Fiber optic,2,0,0.3926,1,Moderate Risk
CUST-01346,13,92.27,1234.54,Two year,DSL,2,0,0.3924,1,Moderate Risk
CUST-00660,20,83.75,1765.9,One year,No,0,0,0.3924,1,Moderate Risk
CUST-03939,4,38.6,171.13,Month-to-month,DSL,2,0,0.3923,1,Moderate Risk
CUST-00550,35,45.85,1604.32,Month-to-month,Fiber optic,0,1,0.3921,1,Moderate Risk
CUST-02180,17,67.96,1052.73,One year,DSL,5,0,0.3921,1,Moderate Risk
CUST-02779,14,76.37,1075.98,One year,Fiber optic,3,0,0.3921,1,Moderate Risk
CUST-02291,22,61.32,1366.59,Month-to-month,Fiber optic,1,1,0.3921,1,Moderate Risk
CUST-04726,1,51.27,76.86,One year,Fiber optic,0,1,0.3919,1,Moderate Risk
CUST-04947,23,63.63,1482.45,Month-to-month,DSL,4,0,0.3917,1,Moderate Risk
CUST-01941,1,78.45,66.4,Two year,No,2,0,0.3916,1,Moderate Risk
CUST-01606,17,74.38,1265.38,Month-to-month,DSL,1,1,0.3913,1,Moderate Risk
CUST-01676,8,58.48,506.83,One year,No,4,0,0.3909,1,Moderate Risk
CUST-02635,29,52.83,1583.93,Month-to-month,Fiber optic,0,0,0.3909,1,Moderate Risk
CUST-02599,8,70.6,603.94,One year,DSL,2,1,0.3908,1,Moderate Risk
CUST-00428,52,69.47,3635.02,Month-to-month,Fiber optic,3,1,0.3908,1,Moderate Risk
CUST-02524,10,81.18,899.67,Two year,DSL,2,1,0.3907,1,Moderate Risk
CUST-03004,23,86.66,2071.01,Month-to-month,DSL,1,0,0.3905,1,Moderate Risk
CUST-02032,19,21.93,430.32,Month-to-month,Fiber optic,1,0,0.3905,1,Moderate Risk
CUST-03040,17,91.19,1560.53,One year,No,1,1,0.3904,1,Moderate Risk
CUST-04850,2,56.52,118.2,Month-to-month,DSL,2,0,0.3902,1,Moderate Risk
CUST-01010,16,90.06,1517.85,One year,DSL,2,1,0.39,1,Moderate Risk
CUST-00148,16,57.25,912.79,Month-to-month,DSL,3,1,0.3898,1,Moderate Risk
CUST-01953,21,74.02,1530.97,One year,Fiber optic,2,0,0.3897,1,Moderate Risk
CUST-03203,5,71.19,357.48,One year,Fiber optic,0,1,0.3897,1,Moderate Risk
CUST-00857,1,23.99,28.59,Month-to-month,Fiber optic,1,0,0.3896,1,Moderate Risk
CUST-01736,52,91.9,4786.31,Month-to-month,Fiber optic,1,0,0.3896,1,Moderate Risk
CUST-03457,16,72.63,1220.7,One year,Fiber optic,1,0,0.3895,1,Moderate Risk
CUST-01232,6,45.1,261.02,Month-to-month,Fiber optic,1,0,0.3892,1,Moderate Risk
CUST-02888,12,56.28,591.65,One year,Fiber optic,3,0,0.389,1,Moderate Risk
CUST-02526,7,55.34,464.47,Two year,Fiber optic,1,0,0.3888,1,Moderate Risk
CUST-03085,28,71.21,2052.51,Month-to-month,DSL,1,1,0.3887,1,Moderate Risk
CUST-03559,2,99.51,192.81,Two year,Fiber optic,1,1,0.3885,1,Moderate Risk
CUST-00158,34,66.45,2232.97,Month-to-month,DSL,4,1,0.3885,1,Moderate Risk
CUST-02268,29,51.81,1538.26,Month-to-month,Fiber optic,1,0,0.3884,1,Moderate Risk
CUST-01540,17,74.01,1219.57,Month-to-month,DSL,1,0,0.3881,1,Moderate Risk
CUST-04536,21,33.97,636.2,Month-to-month,DSL,0,0,0.3881,1,Moderate Risk
CUST-00842,26,45.43,1232.01,Month-to-month,Fiber optic,2,0,0.3875,1,Moderate Risk
CUST-03596,24,22.6,515.62,Month-to-month,Fiber optic,3,1,0.3872,1,Moderate Risk
CUST-02042,19,72.86,1355.48,One year,DSL,3,0,0.3869,1,Moderate Risk
CUST-03579,32,84.71,2676.17,Month-to-month,No,1,0,0.3868,1,Moderate Risk
CUST-01254,3,56.43,160.26,One year,DSL,3,1,0.3868,1,Moderate Risk
CUST-04095,9,33.94,331.53,Month-to-month,Fiber optic,3,1,0.3865,1,Moderate Risk
CUST-00831,6,77.91,507.99,Two year,Fiber optic,3,1,0.3858,1,Moderate Risk
CUST-03292,50,79.54,3922.42,Month-to-month,No,3,0,0.3855,1,Moderate Risk
CUST-02176,43,48.26,2133.48,Month-to-month,Fiber optic,4,0,0.3854,1,Moderate Risk
CUST-03466,29,78.99,2338.88,One year,No,1,0,0.3852,1,Moderate Risk
CUST-03447,39,73.78,2831.27,Month-to-month,DSL,2,0,0.3849,1,Moderate Risk
CUST-03047,13,64.55,894.75,Month-to-month,DSL,3,0,0.3847,1,Moderate Risk
CUST-04910,18,49.91,952.85,Month-to-month,DSL,0,0,0.3847,1,Moderate Risk
CUST-03908,8,58.47,435.17,Month-to-month,DSL,1,0,0.3847,1,Moderate Risk
CUST-02391,11,56.13,530.59,One year,DSL,2,0,0.3845,1,Moderate Risk
CUST-00970,15,91.51,1344.94,Two year,DSL,1,1,0.3845,1,Moderate Risk
CUST-02819,1,81.39,60.64,Two year,Fiber optic,3,0,0.3844,1,Moderate Risk
CUST-00312,1,43.17,0.0,Month-to-month,DSL,2,0,0.3839,1,Moderate Risk
CUST-03423,34,85.76,2935.94,Month-to-month,DSL,0,0,0.3836,1,Moderate Risk
CUST-01040,9,82.74,747.54,One year,DSL,2,0,0.3832,1,Moderate Risk
CUST-04608,4,58.77,278.35,Month-to-month,DSL,1,1,0.3829,1,Moderate Risk
CUST-04417,12,53.71,687.9,Month-to-month,DSL,2,1,0.3828,1,Moderate Risk
CUST-02681,7,72.31,485.73,One year,DSL,2,1,0.3827,1,Moderate Risk
CUST-03122,6,67.34,434.32,Month-to-month,DSL,0,0,0.3827,1,Moderate Risk
CUST-01046,22,66.39,1497.59,One year,Fiber optic,5,0,0.3827,1,Moderate Risk
CUST-04769,29,62.76,1738.19,Month-to-month,Fiber optic,1,1,0.3826,1,Moderate Risk
CUST-02519,27,57.38,1542.11,Month-to-month,No,3,0,0.3826,1,Moderate Risk
CUST-01034,3,37.52,69.21,Month-to-month,No,1,0,0.3826,1,Moderate Risk
CUST-00851,1,62.71,0.0,One year,Fiber optic,0,0,0.3819,1,Moderate Risk
CUST-00764,32,62.43,1989.71,Month-to-month,No,2,1,0.3819,1,Moderate Risk
CUST-03063,21,79.15,1653.0,Month-to-month,DSL,1,0,0.3818,1,Moderate Risk
CUST-04573,6,56.35,281.6,One year,Fiber optic,1,1,0.3817,1,Moderate Risk
CUST-03572,18,55.7,1052.59,Month-to-month,DSL,1,1,0.3814,1,Moderate Risk
CUST-00896,5,49.82,212.34,Month-to-month,DSL,1,0,0.3806,1,Moderate Risk
CUST-01722,3,35.43,107.43,Month-to-month,No,3,0,0.3805,1,Moderate Risk
CUST-04599,12,58.58,639.31,Month-to-month,Fiber optic,1,0,0.3803,1,Moderate Risk
CUST-00750,23,69.86,1629.2,One year,Fiber optic,0,1,0.3802,1,Moderate Risk
CUST-02567,6,40.54,275.91,Month-to-month,No,1,0,0.38,1,Moderate Risk
CUST-02122,16,112.76,1838.84,One year,DSL,2,1,0.3797,1,Moderate Risk
CUST-04306,2,57.0,51.56,Month-to-month,DSL,1,1,0.3797,1,Moderate Risk
CUST-01586,3,65.26,213.56,Two year,No,3,1,0.3796,1,Moderate Risk
CUST-04266,14,33.81,449.87,Month-to-month,No,4,0,0.3796,1,Moderate Risk
CUST-01869,3,87.06,239.19,Two year,Fiber optic,1,0,0.3795,1,Moderate Risk
CUST-04113,1,54.24,136.99,One year,DSL,1,0,0.3792,1,Moderate Risk
CUST-01460,25,57.05,1385.86,Month-to-month,Fiber optic,1,1,0.3789,1,Moderate Risk
CUST-03043,2,39.92,21.4,One year,Fiber optic,3,0,0.3789,1,Moderate Risk
CUST-04606,54,88.58,4869.19,Month-to-month,Fiber optic,3,0,0.3788,1,Moderate Risk
CUST-01253,2,28.07,80.08,Month-to-month,Fiber optic,1,0,0.3787,1,Moderate Risk
CUST-04674,2,45.44,211.31,Month-to-month,DSL,1,0,0.3785,1,Moderate Risk
CUST-02548,12,91.42,1025.51,One year,Fiber optic,0,1,0.3784,1,Moderate Risk
CUST-03448,30,81.66,2420.05,One year,Fiber optic,1,1,0.3783,1,Moderate Risk
CUST-00980,21,71.1,1451.39,One year,Fiber optic,3,1,0.3782,1,Moderate Risk
CUST-00702,1,92.78,0.0,Two year,Fiber optic,2,0,0.3779,1,Moderate Risk
CUST-03688,11,72.9,768.72,Two year,Fiber optic,2,1,0.3779,1,Moderate Risk
CUST-01365,31,62.42,1955.79,Month-to-month,Fiber optic,1,0,0.3776,1,Moderate Risk
CUST-04893,22,79.13,1851.69,Month-to-month,No,1,0,0.3774,1,Moderate Risk
CUST-04804,5,51.12,334.52,Month-to-month,DSL,2,0,0.3765,1,Moderate Risk
CUST-01577,1,40.21,26.58,Month-to-month,No,2,0,0.376,1,Moderate Risk
CUST-03780,54,93.76,5022.46,One year,Fiber optic,3,0,0.3759,1,Moderate Risk
CUST-01977,7,77.92,567.92,Two year,Fiber optic,3,0,0.3758,1,Moderate Risk
CUST-01057,34,81.16,2712.46,Month-to-month,DSL,2,0,0.3758,1,Moderate Risk
CUST-00759,53,45.14,2400.8,Month-to-month,Fiber optic,3,0,0.3757,1,Moderate Risk
CUST-01394,17,55.04,980.97,Month-to-month,DSL,1,1,0.3756,1,Moderate Risk
CUST-01724,2,36.27,11.19,Month-to-month,Fiber optic,1,0,0.3753,1,Moderate Risk
CUST-03638,1,36.42,10.78,Month-to-month,DSL,0,0,0.3752,1,Moderate Risk
CUST-02119,2,65.99,99.17,One year,Fiber optic,0,0,0.3751,1,Moderate Risk
CUST-00549,17,72.91,1209.25,Month-to-month,No,2,1,0.3751,1,Moderate Risk
CUST-02988,16,43.51,708.09,Month-to-month,DSL,2,0,0.375,1,Moderate Risk
CUST-02688,12,73.8,802.45,Month-to-month,DSL,0,1,0.3744,1,Moderate Risk
CUST-03322,1,92.19,132.36,Two year,Fiber optic,0,0,0.3739,1,Moderate Risk
CUST-04504,1,47.98,40.68,Month-to-month,DSL,1,1,0.3736,1,Moderate Risk
CUST-03753,9,77.37,697.48,Month-to-month,DSL,0,1,0.3734,1,Moderate Risk
CUST-01251,38,76.12,2926.06,Month-to-month,Fiber optic,0,1,0.3732,1,Moderate Risk
CUST-04329,2,35.47,96.56,Month-to-month,DSL,0,1,0.373,1,Moderate Risk
CUST-00688,7,73.51,506.51,One year,Fiber optic,3,1,0.3727,1,Moderate Risk
CUST-01700,19,53.81,1051.78,Month-to-month,DSL,2,0,0.3726,1,Moderate Risk
CUST-00276,16,55.36,849.85,Month-to-month,Fiber optic,0,1,0.3724,1,Moderate Risk
CUST-00552,45,55.83,2502.14,Month-to-month,Fiber optic,2,0,0.3721,1,Moderate Risk
CUST-00801,29,65.03,1879.67,Month-to-month,Fiber optic,2,0,0.3719,1,Moderate Risk
CUST-02505,5,49.68,228.78,Month-to-month,Fiber optic,0,0,0.3716,1,Moderate Risk
CUST-01734,13,65.4,815.25,One year,Fiber optic,2,0,0.3716,1,Moderate Risk
CUST-03298,1,45.06,105.07,One year,Fiber optic,2,0,0.3707,1,Moderate Risk
CUST-04127,27,65.69,1751.15,Month-to-month,DSL,1,1,0.3707,1,Moderate Risk
CUST-02434,8,86.97,683.81,One year,DSL,2,1,0.3701,1,Moderate Risk
CUST-00013,42,53.39,2274.75,Month-to-month,Fiber optic,1,0,0.3698,1,Moderate Risk
CUST-00757,23,67.53,1597.75,Month-to-month,DSL,2,1,0.3697,1,Moderate Risk
CUST-02445,13,64.51,837.7,Two year,Fiber optic,1,1,0.3697,1,Moderate Risk
CUST-04369,4,46.95,127.94,Month-to-month,DSL,1,1,0.3696,1,Moderate Risk
CUST-03207,46,92.33,4185.82,Month-to-month,No,1,0,0.3695,1,Moderate Risk
CUST-00581,14,74.93,970.53,One year,Fiber optic,0,0,0.3693,1,Moderate Risk
CUST-01276,2,54.86,175.33,One year,No,2,0,0.3692,1,Moderate Risk
CUST-01996,25,33.39,856.59,Month-to-month,DSL,2,0,0.369,1,Moderate Risk
CUST-01805,10,57.32,606.77,Month-to-month,No,0,1,0.3688,1,Moderate Risk
CUST-00077,35,54.65,1908.42,Month-to-month,Fiber optic,2,1,0.3688,1,Moderate Risk
CUST-04180,8,41.4,361.51,Month-to-month,No,2,1,0.3686,1,Moderate Risk
CUST-00542,22,76.07,1634.18,Month-to-month,Fiber optic,1,0,0.3684,1,Moderate Risk
CUST-00006,4,73.56,256.1,One year,No,1,1,0.3681,1,Moderate Risk
CUST-00856,5,26.01,72.72,Month-to-month,Fiber optic,2,0,0.368,1,Moderate Risk
CUST-00336,1,45.67,114.82,Month-to-month,DSL,1,1,0.3677,1,Moderate Risk
CUST-03615,10,91.28,937.1,One year,No,1,1,0.3677,1,Moderate Risk
CUST-01754,6,75.48,499.06,Two year,Fiber optic,3,0,0.3676,1,Moderate Risk
CUST-04623,3,20.0,15.5,Month-to-month,No,1,0,0.3672,1,Moderate Risk
CUST-00156,6,53.2,288.39,Month-to-month,DSL,0,0,0.3671,1,Moderate Risk
CUST-03405,33,48.56,1647.98,Month-to-month,Fiber optic,3,0,0.3668,1,Moderate Risk
CUST-01928,15,57.27,862.85,Month-to-month,DSL,1,1,0.3665,1,Moderate Risk
CUST-01555,6,62.43,389.92,One year,DSL,1,0,0.3665,1,Moderate Risk
CUST-00405,9,64.05,489.31,One year,DSL,2,1,0.3663,1,Moderate Risk
CUST-00904,20,75.62,1532.52,One year,Fiber optic,0,1,0.3659,1,Moderate Risk
CUST-00165,2,59.12,50.43,Month-to-month,DSL,0,0,0.3658,1,Moderate Risk
CUST-04046,13,57.96,792.83,Month-to-month,DSL,0,1,0.3658,1,Moderate Risk
CUST-00527,12,67.15,876.12,One year,No,2,0,0.3648,1,Moderate Risk
CUST-01924,10,53.0,578.99,One year,No,4,0,0.3647,1,Moderate Risk
CUST-03442,18,49.08,887.75,Month-to-month,Fiber optic,1,1,0.3646,1,Moderate Risk
CUST-02323,22,52.99,1174.67,Month-to-month,DSL,4,0,0.3643,1,Moderate Risk
CUST-00395,10,31.78,274.28,Month-to-month,No,3,0,0.3642,1,Moderate Risk
CUST-01340,1,78.18,89.7,One year,DSL,3,0,0.3639,1,Moderate Risk
CUST-04003,34,73.23,2451.91,Month-to-month,DSL,1,0,0.3639,1,Moderate Risk
CUST-04872,3,78.71,168.4,One year,DSL,0,0,0.3638,1,Moderate Risk
CUST-03247,16,59.34,900.49,Month-to-month,DSL,1,0,0.3638,1,Moderate Risk
CUST-00040,13,97.81,1249.71,Two year,No,1,1,0.3636,1,Moderate Risk
CUST-03567,20,48.99,998.85,Month-to-month,DSL,1,1,0.3635,1,Moderate Risk
CUST-04002,39,73.9,2860.81,Month-to-month,Fiber optic,4,1,0.3629,1,Moderate Risk
CUST-04235,1,97.0,126.11,Two year,Fiber optic,0,1,0.3629,1,Moderate Risk
CUST-02271,2,55.47,109.6,Month-to-month,DSL,3,1,0.3627,1,Moderate Risk
CUST-03586,9,56.93,523.52,Month-to-month,DSL,0,0,0.3624,1,Moderate Risk
CUST-02763,23,60.01,1451.16,Month-to-month,Fiber optic,0,0,0.3622,1,Moderate Risk
CUST-02304,8,74.96,620.64,One year,DSL,3,1,0.3622,1,Moderate Risk
CUST-03717,9,80.2,726.54,Two year,Fiber optic,2,0,0.3622,1,Moderate Risk
CUST-03209,13,78.73,960.32,One year,Fiber optic,0,1,0.3621,1,Moderate Risk
CUST-03682,3,50.36,208.12,One year,DSL,3,1,0.3621,1,Moderate Risk
CUST-04023,26,53.82,1469.02,Month-to-month,Fiber optic,0,0,0.362,1,Moderate Risk
CUST-04985,19,37.97,704.77,Month-to-month,DSL,2,0,0.3618,1,Moderate Risk
CUST-03003,6,29.12,232.24,Month-to-month,Fiber optic,1,0,0.3616,1,Moderate Risk
CUST-01704,16,30.14,487.02,Month-to-month,No,1,0,0.3614,1,Moderate Risk
CUST-04388,1,62.5,0.0,One year,Fiber optic,2,0,0.3614,1,Moderate Risk
CUST-02679,2,20.0,104.82,Month-to-month,DSL,1,1,0.3613,1,Moderate Risk
CUST-01226,24,61.99,1448.46,Month-to-month,No,3,0,0.3613,1,Moderate Risk
CUST-03495,25,49.55,1212.09,Month-to-month,Fiber optic,2,0,0.3613,1,Moderate Risk
CUST-03903,59,96.86,5807.35,Month-to-month,DSL,1,0,0.3607,1,Moderate Risk
CUST-02835,12,82.44,991.08,One year,Fiber optic,4,0,0.3606,1,Moderate Risk
CUST-02415,16,107.92,1800.83,One year,No,0,0,0.3604,1,Moderate Risk
CUST-01390,14,59.9,809.68,One year,Fiber optic,2,0,0.3603,1,Moderate Risk
CUST-01826,18,63.4,1150.63,Month-to-month,DSL,1,0,0.3602,1,Moderate Risk
CUST-01569,23,67.71,1480.84,Month-to-month,DSL,1,0,0.3602,1,Moderate Risk
CUST-04008,12,65.18,850.93,Month-to-month,DSL,1,1,0.3601,1,Moderate Risk
CUST-02207,7,35.45,240.41,Month-to-month,No,1,0,0.36,1,Moderate Risk
CUST-03751,54,94.86,5079.98,Month-to-month,Fiber optic,0,0,0.36,1,Moderate Risk
CUST-02982,6,50.66,198.16,One year,Fiber optic,1,0,0.3596,1,Moderate Risk
CUST-01718,28,51.57,1378.76,Month-to-month,Fiber optic,2,1,0.3596,1,Moderate Risk
CUST-02894,25,41.47,1132.82,Month-to-month,Fiber optic,1,1,0.3596,1,Moderate Risk
CUST-02908,6,45.13,242.16,One year,DSL,3,0,0.3595,1,Moderate Risk
CUST-00673,2,66.12,61.03,Month-to-month,DSL,2,0,0.3593,1,Moderate Risk
CUST-00074,40,53.42,2124.84,Month-to-month,Fiber optic,1,0,0.3591,1,Moderate Risk
CUST-03020,36,69.64,2447.85,Month-to-month,DSL,3,0,0.3591,1,Moderate Risk
CUST-03039,1,38.69,61.1,Month-to-month,No,0,0,0.3589,1,Moderate Risk
CUST-02549,12,67.16,785.48,One year,Fiber optic,1,0,0.3588,1,Moderate Risk
CUST-03616,2,64.69,135.47,One year,DSL,2,1,0.3587,1,Moderate Risk
CUST-03669,1,69.71,145.67,One year,DSL,2,0,0.3587,1,Moderate Risk
CUST-02335,2,83.2,240.43,Two year,No,2,1,0.3581,1,Moderate Risk
CUST-00804,22,59.3,1251.44,Month-to-month,DSL,0,0,0.358,1,Moderate Risk
CUST-04084,32,62.26,1960.35,Month-to-month,Fiber optic,3,0,0.358,1,Moderate Risk
CUST-02272,11,38.91,451.94,Month-to-month,No,3,0,0.358,1,Moderate Risk
CUST-04825,18,85.31,1553.93,One year,DSL,2,1,0.3579,1,Moderate Risk
CUST-04263,12,57.03,647.57,One year,Fiber optic,0,0,0.3578,1,Moderate Risk
CUST-03463,24,49.56,1184.11,Month-to-month,No,1,1,0.3577,1,Moderate Risk
CUST-02208,46,70.15,3264.37,Month-to-month,Fiber optic,3,0,0.3577,1,Moderate Risk
CUST-02913,31,65.45,1966.0,Month-to-month,Fiber optic,2,1,0.3576,1,Moderate Risk
CUST-04821,8,41.25,323.1,Month-to-month,DSL,1,0,0.3576,1,Moderate Risk
CUST-03365,67,85.43,5788.71,Month-to-month,Fiber optic,4,0,0.3573,1,Moderate Risk
CUST-01366,3,47.97,140.91,One year,No,0,0,0.3572,1,Moderate Risk
CUST-01092,25,75.77,1907.86,Month-to-month,No,2,0,0.3565,1,Moderate Risk
CUST-02727,1,72.71,93.45,Month-to-month,DSL,0,0,0.3565,1,Moderate Risk
CUST-00678,12,62.88,784.88,Month-to-month,DSL,1,1,0.3564,1,Moderate Risk
CUST-01287,2,77.0,166.83,One year,DSL,2,0,0.3563,1,Moderate Risk
CUST-04877,22,74.69,1580.36,One year,Fiber optic,0,0,0.3563,1,Moderate Risk
CUST-01230,12,39.53,468.18,Month-to-month,DSL,2,0,0.3562,1,Moderate Risk
CUST-01746,15,55.05,853.17,Month-to-month,DSL,1,0,0.3562,1,Moderate Risk
CUST-01600,53,98.4,5126.49,Month-to-month,No,2,0,0.3561,1,Moderate Risk
CUST-01146,50,75.1,3745.55,Month-to-month,DSL,5,0,0.3561,1,Moderate Risk
CUST-04205,2,77.55,131.93,Two year,No,3,1,0.3557,1,Moderate Risk
CUST-02579,10,58.04,609.08,One year,Fiber optic,0,0,0.3557,1,Moderate Risk
CUST-00065,7,20.0,165.61,Month-to-month,Fiber optic,1,0,0.3557,1,Moderate Risk
CUST-01236,11,27.94,344.53,Month-to-month,No,1,1,0.3556,1,Moderate Risk
CUST-04517,17,47.71,784.86,Month-to-month,DSL,3,0,0.3555,1,Moderate Risk
CUST-00971,26,81.54,2202.31,Month-to-month,No,2,0,0.3551,1,Moderate Risk
CUST-00812,43,56.86,2394.92,Month-to-month,Fiber optic,2,0,0.3549,1,Moderate Risk
CUST-00142,6,26.77,195.3,Month-to-month,Fiber optic,0,0,0.3549,1,Moderate Risk
CUST-01991,34,67.06,2209.57,Month-to-month,No,0,0,0.3547,1,Moderate Risk
CUST-01021,28,62.53,1778.63,Month-to-month,Fiber optic,0,1,0.3546,1,Moderate Risk
CUST-04559,64,115.11,7381.49,Month-to-month,DSL,2,0,0.3546,1,Moderate Risk
CUST-00865,12,50.22,727.41,Month-to-month,DSL,1,0,0.3545,1,Moderate Risk
CUST-01529,38,95.31,3541.94,One year,Fiber optic,0,0,0.3544,1,Moderate Risk
CUST-02882,46,76.14,3459.55,Month-to-month,Fiber optic,3,0,0.3541,1,Moderate Risk
CUST-03589,3,90.22,288.75,Two year,DSL,2,1,0.3541,1,Moderate Risk
CUST-00136,9,24.85,299.25,Month-to-month,DSL,3,0,0.3539,1,Moderate Risk
CUST-00574,23,46.74,1036.92,One year,No,3,0,0.3539,1,Moderate Risk
CUST-02938,21,32.45,750.36,Month-to-month,DSL,2,1,0.3536,1,Moderate Risk
CUST-03281,14,60.92,883.69,Two year,Fiber optic,1,0,0.3535,1,Moderate Risk
CUST-01935,27,32.64,878.97,Month-to-month,No,3,0,0.3533,1,Moderate Risk
CUST-00504,40,49.77,1927.92,Month-to-month,No,1,1,0.3533,1,Moderate Risk
CUST-03941,33,90.71,3009.6,One year,Fiber optic,2,0,0.3529,1,Moderate Risk
CUST-04383,20,66.32,1358.39,One year,Fiber optic,0,0,0.3525,1,Moderate Risk
